date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:11:03	73806/73806	---MCZ	200	added ('OK')	text/html	etag:W/%22db574da69b6a26d16efe627611895333%22	https://around.createx.studio/landing-creative-agency.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/landing-creative-agency.html	(from https://around.createx.studio/index.html)
10:11:04	30866/30866	---M--	200	added ('OK')	image/jpeg	etag:%22fe3b6596d0dcb692dc80df44d6acf0b4%22	https://around.createx.studio/assets/img/megamenu/creative-agency.jpg	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/assets/img/megamenu/creative-agency.jpg	(from https://around.createx.studio/index.html)
10:11:05	104337/104337	---MCZ	200	added ('OK')	text/html	etag:W/%22145850f79969b810e42c0ae83a695235%22	https://around.createx.studio/landing-conference.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/landing-conference.html	(from https://around.createx.studio/index.html)
10:11:06	25940/25940	---M--	200	added ('OK')	image/jpeg	etag:%22137093b783422bf03edaba945a6caf3d%22	https://around.createx.studio/assets/img/megamenu/conference.jpg	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/assets/img/megamenu/conference.jpg	(from https://around.createx.studio/index.html)
10:11:07	80454/80454	---MCZ	200	added ('OK')	text/html	etag:W/%2213a1612077a27ad42ff530c73475e812%22	https://around.createx.studio/landing-web-studio.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/landing-web-studio.html	(from https://around.createx.studio/index.html)
10:11:08	23460/23460	---M--	200	added ('OK')	image/jpeg	etag:%2286ac204c7e92e6b7f5d0fba08960b5e3%22	https://around.createx.studio/assets/img/megamenu/web-studio.jpg	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/assets/img/megamenu/web-studio.jpg	(from https://around.createx.studio/index.html)
10:11:09	94721/94721	---MCZ	200	added ('OK')	text/html	etag:W/%228229e3573c9033e0a1b4a9284963feab%22	https://around.createx.studio/landing-corporate.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/landing-corporate.html	(from https://around.createx.studio/index.html)
10:11:10	41359/41359	---M--	200	added ('OK')	image/jpeg	etag:%22786dbf49507e36769f49ef194a284475%22	https://around.createx.studio/assets/img/megamenu/corporate.jpg	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/assets/img/megamenu/corporate.jpg	(from https://around.createx.studio/index.html)
10:11:11	72175/72175	---MCZ	200	added ('OK')	text/html	etag:W/%225774d8738ac5b797e76da3f0f8c8c39d%22	https://around.createx.studio/landing-insurance.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/landing-insurance.html	(from https://around.createx.studio/index.html)
10:11:12	35547/35547	---M--	200	added ('OK')	image/jpeg	etag:%22589b68adfc13efd0605144babe39e699%22	https://around.createx.studio/assets/img/megamenu/insurance.jpg	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/assets/img/megamenu/insurance.jpg	(from https://around.createx.studio/index.html)
10:11:13	91236/91236	---MCZ	200	added ('OK')	text/html	etag:W/%222ceb12d0475037a939203846e7882dea%22	https://around.createx.studio/landing-business-consulting.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/landing-business-consulting.html	(from https://around.createx.studio/index.html)
10:11:14	27236/27236	---M--	200	added ('OK')	image/jpeg	etag:%22dbf0e4c5044206d2d7f63e69fdd6de53%22	https://around.createx.studio/assets/img/megamenu/business-consulting.jpg	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/assets/img/megamenu/business-consulting.jpg	(from https://around.createx.studio/index.html)
10:11:16	66895/66895	---MCZ	200	added ('OK')	text/html	etag:W/%22e1c27a7501786429d4813c678f668482%22	https://around.createx.studio/landing-coworking-space.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/landing-coworking-space.html	(from https://around.createx.studio/index.html)
10:11:16	36857/36857	---M--	200	added ('OK')	image/jpeg	etag:%227973f8ac4b497d60e3fa862395bdd45f%22	https://around.createx.studio/assets/img/megamenu/coworking.jpg	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/assets/img/megamenu/coworking.jpg	(from https://around.createx.studio/index.html)
10:11:17	88278/88278	---MCZ	200	added ('OK')	text/html	etag:W/%22afa0209e9430cc942a5a81f68b945d06%22	https://around.createx.studio/landing-yoga-studio.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/landing-yoga-studio.html	(from https://around.createx.studio/index.html)
10:11:18	43323/43323	---M--	200	added ('OK')	image/jpeg	etag:%223aff627cb9a6722119e9acb8dc515bf2%22	https://around.createx.studio/assets/img/megamenu/yoga-studio.jpg	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/assets/img/megamenu/yoga-studio.jpg	(from https://around.createx.studio/index.html)
10:11:19	74641/74641	---MCZ	200	added ('OK')	text/html	etag:W/%22ba7be8aceffd2de21a50713f0d78acde%22	https://around.createx.studio/landing-influencer.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/landing-influencer.html	(from https://around.createx.studio/index.html)
10:11:20	25321/25321	---M--	200	added ('OK')	image/jpeg	etag:%22bac01562ff54652fed1a9ace7c510512%22	https://around.createx.studio/assets/img/megamenu/influencer.jpg	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/assets/img/megamenu/influencer.jpg	(from https://around.createx.studio/index.html)
10:11:21	81724/81724	---MCZ	200	added ('OK')	text/html	etag:W/%229fb8ce903920001f102b96096fd67ae8%22	https://around.createx.studio/landing-blog.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/landing-blog.html	(from https://around.createx.studio/index.html)
10:11:22	34453/34453	---M--	200	added ('OK')	image/jpeg	etag:%221cc8bcb9a8d5b439ee77d3d584c49921%22	https://around.createx.studio/assets/img/megamenu/blog-homepage.jpg	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/assets/img/megamenu/blog-homepage.jpg	(from https://around.createx.studio/index.html)
10:11:23	45066/45066	---MCZ	200	added ('OK')	text/html	etag:W/%22d27304d073c1fdac00255b1debf4e6e7%22	https://around.createx.studio/portfolio-list-v1.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/portfolio-list-v1.html	(from https://around.createx.studio/index.html)
10:11:24	58051/58051	---MCZ	200	added ('OK')	text/html	etag:W/%22a3f44243ce06f779d0fe4bd3e6c92052%22	https://around.createx.studio/portfolio-list-v2.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/portfolio-list-v2.html	(from https://around.createx.studio/index.html)
10:11:25	45526/45526	---MCZ	200	added ('OK')	text/html	etag:W/%224b0c0411c3995f4cf94d4de8d018bcf3%22	https://around.createx.studio/portfolio-grid-v1.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/portfolio-grid-v1.html	(from https://around.createx.studio/index.html)
10:11:26	45297/45297	---MCZ	200	added ('OK')	text/html	etag:W/%22e1faae1b5df0d1b71c017e2b4531a801%22	https://around.createx.studio/portfolio-grid-v2.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/portfolio-grid-v2.html	(from https://around.createx.studio/index.html)
10:11:28	44966/44966	---MCZ	200	added ('OK')	text/html	etag:W/%220e9e3388fb69259c1e3beee57daef4bb%22	https://around.createx.studio/portfolio-slider.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/portfolio-slider.html	(from https://around.createx.studio/index.html)
10:11:29	50889/50889	---MCZ	200	added ('OK')	text/html	etag:W/%22ccdcba42c8b06efde4fbdaa7cc91fb09%22	https://around.createx.studio/portfolio-single-v1.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/portfolio-single-v1.html	(from https://around.createx.studio/index.html)
10:11:30	57183/57183	---MCZ	200	added ('OK')	text/html	etag:W/%22a4a2c4e2dfd5b48bee5649909b3ae605%22	https://around.createx.studio/portfolio-single-v2.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/portfolio-single-v2.html	(from https://around.createx.studio/index.html)
10:11:31	121371/121371	---MCZ	200	added ('OK')	text/html	etag:W/%22f3adfa9b7043e8eec8bf171e06f5dabb%22	https://around.createx.studio/shop-catalog.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/shop-catalog.html	(from https://around.createx.studio/index.html)
10:11:32	90645/90645	---MCZ	200	added ('OK')	text/html	etag:W/%22f2aab353305e327b5c7aa4ef1d37a297%22	https://around.createx.studio/shop-single.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/shop-single.html	(from https://around.createx.studio/index.html)
10:11:33	54835/54835	---MCZ	200	added ('OK')	text/html	etag:W/%22ae6345f5b081ce2ae3da2f238775ff41%22	https://around.createx.studio/shop-checkout.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/shop-checkout.html	(from https://around.createx.studio/index.html)
10:11:34	60215/60215	---MCZ	200	added ('OK')	text/html	etag:W/%22ecf8c866a8fd265812b2d47dfbd0b7dc%22	https://around.createx.studio/blog-grid-sidebar.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/blog-grid-sidebar.html	(from https://around.createx.studio/index.html)
10:11:35	57825/57825	---MCZ	200	added ('OK')	text/html	etag:W/%22fd4f6298ed1d6ec603ccf1f1f1484497%22	https://around.createx.studio/blog-grid.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/blog-grid.html	(from https://around.createx.studio/index.html)
10:11:36	60168/60168	---MCZ	200	added ('OK')	text/html	etag:W/%22bb568a452f1672d5afa9c87405731eb8%22	https://around.createx.studio/blog-list-sidebar.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/blog-list-sidebar.html	(from https://around.createx.studio/index.html)
10:11:37	54815/54815	---MCZ	200	added ('OK')	text/html	etag:W/%2288cd95207e627d0eea91f9b957855616%22	https://around.createx.studio/blog-list.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/blog-list.html	(from https://around.createx.studio/index.html)
10:11:39	62231/62231	---MCZ	200	added ('OK')	text/html	etag:W/%22aebd6f85f20cfac471024adb4681b5bd%22	https://around.createx.studio/blog-single-v1.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/blog-single-v1.html	(from https://around.createx.studio/index.html)
10:11:40	60734/60734	---MCZ	200	added ('OK')	text/html	etag:W/%22cb1659a2c2eb5564eeb2d8d1cdcb1b07%22	https://around.createx.studio/blog-single-v2.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/blog-single-v2.html	(from https://around.createx.studio/index.html)
10:11:41	66035/66035	---MCZ	200	added ('OK')	text/html	etag:W/%2228e0de22dbbb8870b020bcaa62c62ed2%22	https://around.createx.studio/blog-single-v3.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/blog-single-v3.html	(from https://around.createx.studio/index.html)
10:11:42	81963/81963	---MCZ	200	added ('OK')	text/html	etag:W/%22d92f56f2300bb88dd82bd3ab03575e78%22	https://around.createx.studio/about-agency.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/about-agency.html	(from https://around.createx.studio/index.html)
10:11:43	78188/78188	---MCZ	200	added ('OK')	text/html	etag:W/%220e92189f0df747e97d9c71749d958109%22	https://around.createx.studio/about-product.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/about-product.html	(from https://around.createx.studio/index.html)
10:11:44	68670/68670	---MCZ	200	added ('OK')	text/html	etag:W/%22815cc703eef0c51a14a0f67db811909e%22	https://around.createx.studio/services-v1.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/services-v1.html	(from https://around.createx.studio/index.html)
10:11:45	58209/58209	---MCZ	200	added ('OK')	text/html	etag:W/%22bf93f1a66df97f706f33fd01dfd454eb%22	https://around.createx.studio/services-v2.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/services-v2.html	(from https://around.createx.studio/index.html)
10:11:46	58551/58551	---MCZ	200	added ('OK')	text/html	etag:W/%2284e415a144debab80ef6ef928d1d1114%22	https://around.createx.studio/services-v3.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/services-v3.html	(from https://around.createx.studio/index.html)
10:11:47	80023/80023	---MCZ	200	added ('OK')	text/html	etag:W/%220fe5f1fc610310c38482257976ee1180%22	https://around.createx.studio/pricing.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/pricing.html	(from https://around.createx.studio/index.html)
10:11:48	48397/48397	---MCZ	200	added ('OK')	text/html	etag:W/%22f0ae82b0c476fa54ec8d9626fc9c6dee%22	https://around.createx.studio/contacts-v1.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/contacts-v1.html	(from https://around.createx.studio/index.html)
10:11:49	43779/43779	---MCZ	200	added ('OK')	text/html	etag:W/%22c414c981d453045c3cdca2347bce0d7f%22	https://around.createx.studio/contacts-v2.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/contacts-v2.html	(from https://around.createx.studio/index.html)
10:11:50	42245/42245	---MCZ	200	added ('OK')	text/html	etag:W/%22a7a67f4c37dc27e2d362aa4abb811757%22	https://around.createx.studio/contacts-v3.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/contacts-v3.html	(from https://around.createx.studio/index.html)
10:11:51	31076/31076	---MCZ	200	added ('OK')	text/html	etag:W/%221523a2fe27a224c54d15c9d8827c43fc%22	https://around.createx.studio/coming-soon-v1.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/coming-soon-v1.html	(from https://around.createx.studio/index.html)
10:11:52	20332/20332	---MCZ	200	added ('OK')	text/html	etag:W/%222f484c3bca80225aa1396e1ee29f5de7%22	https://around.createx.studio/coming-soon-v2.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/coming-soon-v2.html	(from https://around.createx.studio/index.html)
10:11:53	17192/17192	---MCZ	200	added ('OK')	text/html	etag:W/%227b26da08a0236eb5b220e94298ee14aa%22	https://around.createx.studio/404-v1.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/404-v1.html	(from https://around.createx.studio/index.html)
10:11:54	19247/19247	---MCZ	200	added ('OK')	text/html	etag:W/%2209b146adbf92d32f061acbbc73c1b809%22	https://around.createx.studio/404-v2.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/404-v2.html	(from https://around.createx.studio/index.html)
10:11:55	21827/21827	---MCZ	200	added ('OK')	text/html	etag:W/%22ae21639f26a2b932a43fa7d678a9d8d7%22	https://around.createx.studio/404-v3.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/404-v3.html	(from https://around.createx.studio/index.html)
10:11:56	20413/20413	---MCZ	200	added ('OK')	text/html	etag:W/%22d50c6e31466c975ada92ef2b470a9c9b%22	https://around.createx.studio/account-signin.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/account-signin.html	(from https://around.createx.studio/index.html)
10:11:57	20492/20492	---MCZ	200	added ('OK')	text/html	etag:W/%22d1bba965488381f9b76a70174f1dfa93%22	https://around.createx.studio/account-signup.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/account-signup.html	(from https://around.createx.studio/index.html)
10:11:58	23604/23604	---MCZ	200	added ('OK')	text/html	etag:W/%226af992d5d11fbf6329c05e95597e8e23%22	https://around.createx.studio/account-signinup.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/account-signinup.html	(from https://around.createx.studio/index.html)
10:11:59	18934/18934	---MCZ	200	added ('OK')	text/html	etag:W/%221f85be8cec26a9e7c702d0c535115bc1%22	https://around.createx.studio/account-password-recovery.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/account-password-recovery.html	(from https://around.createx.studio/index.html)
10:12:00	92034/92034	---MCZ	200	added ('OK')	text/html	etag:W/%22b5097848befdabeaccef414062f284f6%22	https://around.createx.studio/account-overview.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/account-overview.html	(from https://around.createx.studio/index.html)
10:12:01	70553/70553	---MCZ	200	added ('OK')	text/html	etag:W/%22af5e009b79f23fe85240ca4cbd83b8a4%22	https://around.createx.studio/account-settings.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/account-settings.html	(from https://around.createx.studio/index.html)
10:12:02	73243/73243	---MCZ	200	added ('OK')	text/html	etag:W/%226d9f1fd8babbfdd0bc8f472817b210d5%22	https://around.createx.studio/account-billing.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/account-billing.html	(from https://around.createx.studio/index.html)
10:12:03	84329/84329	---MCZ	200	added ('OK')	text/html	etag:W/%225c636cfa898eadddbc47ecd5bc65653f%22	https://around.createx.studio/account-orders.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/account-orders.html	(from https://around.createx.studio/index.html)
10:12:04	65214/65214	---MCZ	200	added ('OK')	text/html	etag:W/%223668a25350116d6a21e0fc80823a8c36%22	https://around.createx.studio/account-earnings.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/account-earnings.html	(from https://around.createx.studio/index.html)
10:12:05	75372/75372	---MCZ	200	added ('OK')	text/html	etag:W/%22c5bc316409bb0c7e66b85e7845423eb9%22	https://around.createx.studio/account-chat.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/account-chat.html	(from https://around.createx.studio/index.html)
10:12:06	75847/75847	---MCZ	200	added ('OK')	text/html	etag:W/%221921e924d6dfee00bf5c6129667c9cdd%22	https://around.createx.studio/account-favorites.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/account-favorites.html	(from https://around.createx.studio/index.html)
10:12:06	89319/89319	---MCZ	200	added ('OK')	text/html	etag:W/%2252412192082db95e22afd05aa69bef1a%22	https://around.createx.studio/components/typography.html	C:/My%20Web%20Sites/MOYO%20TEMPLATE/around.createx.studio/components/typography.html	(from https://around.createx.studio/index.html)
